Organisation Name,Purchase Order Number,Order Date,Total Value,Supplier Name,Account Name,Service
Rochdale Borough Council,f1008994,02/06/2020,"£11,491.20",ARTHUR J GALLAGHER INSURANCE LTD,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,f1008995,02/06/2020,"£58,104.48",ARTHUR J GALLAGHER INSURANCE LTD,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,ph104373,02/06/2020,"£40,245.00",ENVIRO TECHNOLOGY SERVICES LTD,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104375,02/06/2020,"£11,484.50",OLDHAM COUNCIL,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,r1002652,02/06/2020,"£6,496.04",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002652,02/06/2020,"£6,496.04",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002653,02/06/2020,"£13,859.30",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087257,01/06/2020,"£20,000.00",ROCHDALE DEVELOPMENT AGENCY,GRANTS TO THE NON VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003654,01/06/2020,"£5,000.00",FW SHERRATT LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003657,01/06/2020,"£7,000.00",KINETIC SYSTEMS SUPPORT UK LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003660,01/06/2020,"£7,500.00",DDH FABRICATIONS LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002897,01/06/2020,"£9,162.50",MDS HEALTHCARE LTD,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1020303,01/06/2020,"£8,234.00",THE FOSTERING NETWORK,FEES / COMMISSION,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020308,01/06/2020,"£9,000.00",GATENBY SANDERSON,TRAINING,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087242,29/05/2020,"£60,480.00",CROMWELL POLYTHENE LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1020301,29/05/2020,"£25,000.00",BALTIMORE CONSULTING LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d2002428,28/05/2020,"£26,556.00",XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104361,28/05/2020,"£22,916.66",ACTION TOGETHER,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104362,28/05/2020,"£15,000.00",HOURGLASS ENVIRONMENT LTD,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104363,28/05/2020,"£25,000.00",SALFORD CITY COUNCIL,PH BUSINESS CASES,PUBLIC HEALTH
Rochdale Borough Council,ph104365,28/05/2020,"£20,925.00",BURY MBC,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104366,28/05/2020,"£28,125.00",MANCHESTER CITY COUNCIL,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104367,28/05/2020,"£43,650.00",OLDHAM COUNCIL,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,r1002648,28/05/2020,"£64,174.39",ROCHDALE DEVELOPMENT AGENCY,CONTRACTED SERVICES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002650,28/05/2020,"£75,110.00",GENR8 ROCHDALE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,w1002100,28/05/2020,"£50,000.00",PENNINE CARE NHS,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002101,28/05/2020,"£120,000.00",PENNINE CARE NHS,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,x1020296,28/05/2020,"£5,953.00",ADVOCACY FOCUS,SERVICE LEVEL AGREEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020297,28/05/2020,"£9,450.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087216,27/05/2020,"£27,000.00",STANDARD FUEL OILS,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d1087218,27/05/2020,"£55,337.00",THE SANCTUARY TRUST,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087219,27/05/2020,"£76,517.00",THE SANCTUARY TRUST,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087220,27/05/2020,"£32,453.00",THE SANCTUARY TRUST,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087224,27/05/2020,"£15,200.00",MANTRA LEARNING LTD,TRAINING-NON QUALIFICATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003634,27/05/2020,"£7,496.70",FW SHERRATT LTD,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003636,27/05/2020,"£7,712.00",FW SHERRATT LTD,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030370,27/05/2020,"£52,838.76",SALFORD ROYAL NHS FOUNDATION TRUST,HEALTH AUTH - SERVICE LEVEL AGREEMENT,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104358,27/05/2020,"£12,000.00",RIS PRODUCTS LTD,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,w1002098,27/05/2020,"£52,165.02",ROCHDALE HEALTH ALLIANCE,OTHER LA`S - SEN PROVISION,COMMISSIONING AND STATUTORY
Rochdale Borough Council,d1087214,26/05/2020,"£13,530.30",SSI SCHAEFER LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002425,26/05/2020,"£86,458.69",PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003633,26/05/2020,"£21,467.25",INTEGRATED WATER SERVICES LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,s1025944,26/05/2020,"£6,500.00",MANCHESTER CITY COUNCIL,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020286,26/05/2020,"£72,000.00",ADVOCACY FOCUS,SERVICE LEVEL AGREEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020287,26/05/2020,"£8,000.00",G MAP SERVICES,FEES / COMMISSION,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020288,26/05/2020,"£46,000.00",PACE,CONSULTANT FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d2002421,22/05/2020,"£8,600.50",DAISY CORPORATE SERVICES TRADING LTD,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d2002423,22/05/2020,"£512,591.17",PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002424,22/05/2020,"£132,075.34",PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002866,22/05/2020,"£16,863.75",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087198,21/05/2020,"£765,000.00",GENR8 ROCHDALE LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087200,21/05/2020,"£14,637.00",SSI SCHAEFER LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002417,21/05/2020,"£9,400.00",VODAFONE LTD,TELEPHONE EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002418,21/05/2020,"£7,280.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,TRAINING,RESOURCES
Rochdale Borough Council,d3003626,21/05/2020,"£367,707.85",COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003627,21/05/2020,"£38,500.00",NORTHGATE VEHICLE HIRE LIMITED,EXTERNAL HIRE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002860,21/05/2020,"£10,068.00",ALLIANCE DISPOSABLES LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002861,21/05/2020,"£8,000.00",MDS HEALTHCARE LTD,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002862,21/05/2020,"£19,055.00",ELYGRA,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104351,21/05/2020,"£10,260.60",VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH
Rochdale Borough Council,x1020276,21/05/2020,"£34,100.00",OLDHAM COUNCIL,CONTRACTED SERVICES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1087190,20/05/2020,"£8,067.40",ROCHDALE TOWN CENTRE MANAGEMENT LTD,GRANTS TO THE NON VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087192,20/05/2020,"£5,548.82",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-INCOME,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003620,20/05/2020,"£21,576.33",A A ARNOLD LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030355,20/05/2020,"£26,728.00",AXIOM EDUCATION ROCHDALE LIMITED,MEALS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002641,20/05/2020,"£25,300.00",AECOM LIMITED,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030351,19/05/2020,"£6,778.38",BIRTENSHAW HALL SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,w1002097,19/05/2020,"£974,945.04",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,x1020270,19/05/2020,"£38,600.00",COMPASS FOSTERING NORTH LTD,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020272,19/05/2020,"£17,400.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087163,18/05/2020,"£6,800.00",COZY CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1020264,18/05/2020,"£18,000.00",LANCASHIRE COUNTY COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087162,18/05/2020,"£17,552.74",GREENFINGERS LANDSCAPE LTD,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003618,18/05/2020,"£9,975.00",BLOOM PROCUREMENT SERVICES LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020263,18/05/2020,"£17,335.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1020266,18/05/2020,"£31,500.00",EXCEPTIONAL CARE LTD,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,r1002630,17/05/2020,"£10,000.00",DONALD INSALL ASSOCIATES,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002631,17/05/2020,"£8,175.00",OMI ARCHITECTS,PROFESSIONAL FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002632,17/05/2020,"£31,606.00",DONALD INSALL ASSOCIATES,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002633,17/05/2020,"£6,949.00",FRANK WHITTLE PARTNERSHIP LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002634,17/05/2020,"£12,725.00",PRICE AND MYERS,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002635,17/05/2020,"£93,808.00",DONALD INSALL ASSOCIATES,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002636,17/05/2020,"£13,200.00",FRANK WHITTLE PARTNERSHIP LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002637,17/05/2020,"£22,344.44",PRICE AND MYERS,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002638,17/05/2020,"£19,048.00",REDMAN PARTNERSHIPS LLP,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003615,15/05/2020,"£80,000.00",S SECURITY GROUP LTD,SECURITY,ECONOMY DIRECTORATE
Rochdale Borough Council,d4002838,15/05/2020,"£5,100.00",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002842,15/05/2020,"£23,275.00",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030347,15/05/2020,"£5,565.63",ROCHDALE SIXTH FORM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104335,15/05/2020,"£20,424.00",GREATER MANCHESTER MENTAL HEALTH NHS,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104340,15/05/2020,"£13,659.00",TURNING POINT,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,w1002095,15/05/2020,"£23,480.00",CHERISH UK LTD,CONTRACTS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002096,15/05/2020,"£23,695.00",CHERISH UK LTD,CONTRACTS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020255,15/05/2020,"£156,600.00",LIFETIME OPPORTUNITIES,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020256,15/05/2020,"£138,400.00",LIFETIME OPPORTUNITIES,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087152,14/05/2020,"£119,947.50",FORMIDABLE CAPITAL ASSETS LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002408,14/05/2020,"£13,120.25",SYMOLOGY LTD,SOFTWARE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d2002409,14/05/2020,"£10,285.71",INTELLIGENCE GROUP LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003614,14/05/2020,"£13,387.53",GMCA,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002836,14/05/2020,"£6,330.80",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1008970,14/05/2020,"£20,000.00",CRITIQOM LIMITED,PRINTING & STATIONERY,RESOURCES
Rochdale Borough Council,x1020249,14/05/2020,"£301,000.00",DEPAUL UK,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d3003605,13/05/2020,"£5,000.00",DDH FABRICATIONS LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003606,13/05/2020,"£5,000.00",REXEL UK LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003608,13/05/2020,"£9,000.00",HOWARTH TIMBER AND BUILDING SUPPLIES LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003611,13/05/2020,"£9,500.00",G2 RECRUITMENT SOLUTIONS LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030340,13/05/2020,"£25,230.00",WITHERSLACK INTEGRATED PROVISION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030342,13/05/2020,"£6,377.34",MOUNT CARMEL RC PRIMARY,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008967,13/05/2020,"£220,000.00",ROCHDALE TOWN CENTRE MANAGEMENT LTD,TRANSACTIONS-EXPENDITURE,BUSINESS RATES BID INCOME
Rochdale Borough Council,x1020245,13/05/2020,"£5,000.00",MILLENNIUM TRANSLATIONS LTD,TRANSLATION & INTERPRETATION,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087125,12/05/2020,"£5,299.00",PJ COMBUSTION SOLUTIONS LTD,SPECIFIED MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087126,12/05/2020,"£7,072.00",ROCHDALE BOROUGHWIDE HOUSING,ELECTRICAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087131,12/05/2020,"£17,700.00",GROUNDSOLVE LTD,CONDITION SURVEYS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087133,12/05/2020,"£15,000.00",G AND A TAYLOR HOTELS LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002404,12/05/2020,"£37,920.00",BLUERAQ NETWORKS LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002405,12/05/2020,"£37,920.00",BLUERAQ NETWORKS LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003602,12/05/2020,"£5,375.00",BARRATT AND HUGHES FLOORING,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003604,12/05/2020,"£60,000.00",UNITY PARTNERSHIP LTD,CONSULTANTS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002828,12/05/2020,"£6,495.00",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030336,12/05/2020,"£48,540.00",SALFORD ROYAL NHS FOUNDATION TRUST,HEALTH AUTH - SERVICE LEVEL AGREEMENT,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030337,12/05/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030339,12/05/2020,"£50,256.00",SALFORD ROYAL NHS FOUNDATION TRUST,HEALTH AUTH - SERVICE LEVEL AGREEMENT,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008964,12/05/2020,"£5,000.00",CRITIQOM LIMITED,PRINTING,RESOURCES
Rochdale Borough Council,r1002627,12/05/2020,"£10,000.00",CBRE LTD,ASSET MANAGEMENT PLANS & SURVEYS,ECONOMY DIRECTORATE
Rochdale Borough Council,s1025932,12/05/2020,"£5,988.00",STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1087104,11/05/2020,"£7,700.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087103,11/05/2020,"£6,787.45",THE PLAY INSPECTION COMPANY LTD,MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087106,11/05/2020,"£5,969.79",WHEELDON BROTHERS WASTE LIMITED,REFUSE DISPOSAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002396,11/05/2020,"£5,362.36",XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1008961,11/05/2020,"£5,474.20",BREEZE LIMITED,POSTAGE,RESOURCES
Rochdale Borough Council,r1002625,11/05/2020,"£24,374.16",ROCHDALE DEVELOPMENT AGENCY,CONSULTANTS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,w1002093,11/05/2020,"£488,440.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002094,11/05/2020,"£5,974.76",ALTERNATIVE FUTURES GROUP LTD,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,e1030331,08/05/2020,"£55,973.29",BURY COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1087090,07/05/2020,"£5,000.00",DEEPLISH COMMUNITY CENTRE,ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087091,07/05/2020,"£10,000.00",CRESCENT COMMUNITY RADIO LTD,ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087092,07/05/2020,"£10,000.00",ACTION TOGETHER,ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087093,07/05/2020,"£33,296.39",LOCAL GOVERNMENT ASSOCIATION,SUBSCRIPTIONS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087094,07/05/2020,"£5,000.00",EXCLUSEC,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002815,07/05/2020,"£13,660.80",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030326,07/05/2020,"£112,337.26",AXIOM EDUCATION ROCHDALE LIMITED,NEW CONSTRUCTION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030327,07/05/2020,"£12,000.00",CHEADLE ROYAL SCHOOL PRIORY,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030330,07/05/2020,"£12,000.00",PENNINE CARE IN PATIENT SERVICES PRIORY,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,s1025924,07/05/2020,"£6,039.00",STANNAH LIFT SERVICES LTD,TRANSACTIONS-EXPENDITURE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020236,07/05/2020,"£27,400.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087084,06/05/2020,"£15,000.00",LAMBERT SMITH HAMPTON GROUP LTD,CONDITION SURVEYS,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087084,06/05/2020,"£15,000.00",LAMBERT SMITH HAMPTON GROUP LTD,CONDITION SURVEYS,ECONOMY DIRECTORATE
Rochdale Borough Council,d2002393,06/05/2020,"£6,132.74",EUROPEAN ELECTRONIQUE LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002807,06/05/2020,"£12,178.95",PERMASTEELISA UK LTD,SPECIFIED MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002808,06/05/2020,"£9,927.00",H BELL AND SONS ROCHDALE LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002809,06/05/2020,"£9,927.00",H BELL AND SONS ROCHDALE LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002810,06/05/2020,"£9,927.00",H BELL AND SONS ROCHDALE LTD,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1087075,05/05/2020,"£5,100.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087079,05/05/2020,"£6,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4002804,05/05/2020,"£5,550.00",MDS HEALTHCARE LTD,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030316,05/05/2020,"£10,000.00",NISAI LEARNING,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030317,05/05/2020,"£42,324.50",OLDHAM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020224,05/05/2020,"£55,100.00",CHANGES SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087063,04/05/2020,"£9,500.00",CONNECT CARS MIDDLETON LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087068,04/05/2020,"£33,000.00",REDACTED - PERSONAL DATA,MEDICAL FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087064,04/05/2020,"£30,000.00",HILL DICKINSON LLP,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003592,04/05/2020,"£791,152.96",BALFOUR BEATTY LIVING PLACES,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030293,01/05/2020,"£7,118.40",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030294,01/05/2020,"£6,240.00",BOLTON IMPACT TRUST,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030295,01/05/2020,"£48,976.75",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030296,01/05/2020,"£39,925.06",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030297,01/05/2020,"£31,282.34",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030298,01/05/2020,"£40,412.92",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030299,01/05/2020,"£40,412.92",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030300,01/05/2020,"£9,000.00",SADDLEWORTH ENVIRONMENTAL EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030301,01/05/2020,"£22,880.00",MONARCH EDUCATION LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030302,01/05/2020,"£9,122.40",INSPIRE TRAINING AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030303,01/05/2020,"£12,441.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
