Organisation Name,Purchase Order Number,Order Date,Total Value,Supplier Name,Account Name,Service
Rochdale Borough Council,d1088179,09/09/2020,"£8,000.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088180,09/09/2020,"£17,000.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088181,09/09/2020,"£11,000.00",ROCHDALE TOWN TAXIS LTD,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088182,09/09/2020,"£15,000.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3004045,09/09/2020,"£60,963.21",GROUNDWORK LANDSCAPES LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,w1002137,09/09/2020,"£500,651.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1088117,08/09/2020,"£21,500.00",DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088118,08/09/2020,"£16,500.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088119,08/09/2020,"£17,500.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088120,08/09/2020,"£16,500.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088121,08/09/2020,"£17,050.00",D H MINICOACH HIRE,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088122,08/09/2020,"£17,050.00",D H MINICOACH HIRE,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088123,08/09/2020,"£16,900.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088124,08/09/2020,"£18,000.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088125,08/09/2020,"£18,700.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088126,08/09/2020,"£16,500.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088127,08/09/2020,"£18,900.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088128,08/09/2020,"£18,000.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088129,08/09/2020,"£16,000.00",PREMIERESHOW LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088130,08/09/2020,"£20,300.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088131,08/09/2020,"£14,700.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088132,08/09/2020,"£14,900.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088133,08/09/2020,"£14,700.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088134,08/09/2020,"£18,100.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088135,08/09/2020,"£17,300.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088136,08/09/2020,"£20,300.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088137,08/09/2020,"£20,300.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088138,08/09/2020,"£15,400.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088140,08/09/2020,"£15,000.00",DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088141,08/09/2020,"£18,400.00",OLYMPIC EXECUTIVE TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088142,08/09/2020,"£16,100.00",DK MINIBUSES LTD,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088143,08/09/2020,"£18,500.00",DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088144,08/09/2020,"£17,100.00",COACH OPTIONS LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088145,08/09/2020,"£18,000.00",COACH OPTIONS LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088146,08/09/2020,"£17,300.00",COACH OPTIONS LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088150,08/09/2020,"£5,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088151,08/09/2020,"£15,000.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088152,08/09/2020,"£6,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088153,08/09/2020,"£6,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088155,08/09/2020,"£5,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088156,08/09/2020,"£6,800.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088157,08/09/2020,"£11,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088158,08/09/2020,"£5,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088170,08/09/2020,"£15,000.00",GPD TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088171,08/09/2020,"£20,700.00",DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088172,08/09/2020,"£19,800.00",DALE INDUSTRIAL SERVICES LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002595,08/09/2020,"£19,500.00",CIVICA UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002596,08/09/2020,"£72,900.00",BLACKPOOL  COUNCIL,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3004035,08/09/2020,"£10,000.00",XAIS ASSET MANAGEMENT LTD,CONSULTANT FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,r1002829,08/09/2020,"£25,812.17",BRAHM FUNDCO 2 LTD,PFI SCHEMES RPI,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020698,08/09/2020,"£29,740.00",PATHWAYS,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020699,08/09/2020,"£39,370.00",SHIELD SUPPORT HUB LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020705,08/09/2020,"£13,680.00",TSOM GROUP,CONTRACTED SERVICES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020706,08/09/2020,"£10,000.00",HAMPTONS RESOURCING LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1088112,07/09/2020,"£80,553.56",OLDHAM AND ROCHDALE GROUNDWORK TRUST LTD,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002592,07/09/2020,"£7,000.00",KHIPU NETWORKS LTD,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030681,07/09/2020,"£10,000.00",NISAI LEARNING,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030682,07/09/2020,"£6,620.00",THE BLUE COAT SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104508,07/09/2020,"£22,916.66",ACTION TOGETHER,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,w1002129,07/09/2020,"£5,776.46",FUTURE DIRECTIONS CIC,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002130,07/09/2020,"£5,590.13",FUTURE DIRECTIONS CIC,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002131,07/09/2020,"£5,776.46",FUTURE DIRECTIONS CIC,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002132,07/09/2020,"£5,590.13",FUTURE DIRECTIONS CIC,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002133,07/09/2020,"£5,776.46",FUTURE DIRECTIONS CIC,SOCIAL SERVICES OTHER,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002134,07/09/2020,"£143,900.00",GMCA,SERVICE LEVEL AGREEMENTS,COMMISSIONING AND STATUTORY
Rochdale Borough Council,w1002135,07/09/2020,"£34,299.82",THE STROKE ASSOCIATION,VOLUNTARY ASSOCIATIONS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002136,07/09/2020,"£34,299.82",THE STROKE ASSOCIATION,VOLUNTARY ASSOCIATIONS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1088082,04/09/2020,"£9,057.92",DIRECT TYRE MANAGEMENT LTD,TYRES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088100,04/09/2020,"£5,000.00",J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3004017,04/09/2020,"£5,000.00",ELECTRIC CENTER,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3004019,04/09/2020,"£28,544.56",CHRISTMAS PLUS LTD,EQUIPMENT - GENERAL,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030678,04/09/2020,"£7,400.00",SMS COACHING LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030679,04/09/2020,"£6,000.00",TIMEOUT CHILDRENS HOMES LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1009114,04/09/2020,"£5,854.54",WORKING ON WELLBEING,OCCUPATIONAL HEALTH,RESOURCES
Rochdale Borough Council,d1088071,03/09/2020,"£144,720.00",PETRUS COMMUNITY,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3004008,03/09/2020,"£713,652.77",BALFOUR BEATTY LIVING PLACES,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030673,03/09/2020,"£11,658.33",RED ROSE SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002818,03/09/2020,"£5,362.01",B C REAL ESTATES LTD,FEES / COMMISSION,ECONOMY DIRECTORATE
Rochdale Borough Council,s1026152,03/09/2020,"£5,467.21",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026153,03/09/2020,"£5,246.07",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020684,03/09/2020,"£5,000.00",RANDSTAD EDUCATION,INDEPENDENT UNITS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1088065,02/09/2020,"£16,960.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088066,02/09/2020,"£16,622.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088067,02/09/2020,"£16,842.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088068,02/09/2020,"£17,604.00",J AND S TRAVEL,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088069,02/09/2020,"£10,000.00",TRANSPORT FOR GREATER MANCHESTER,CONSULTANTS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,r1002813,02/09/2020,"£200,000.00",GENR8 ROCHDALE LTD,NEW CONSTRUCTION,ECONOMY DIRECTORATE
Rochdale Borough Council,s1026149,02/09/2020,"£5,000.00",IMOSPHERE LIMITED,PURCHASE OF ICT SOFTWARE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020679,02/09/2020,"£20,000.00",TSOM GROUP,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1088047,01/09/2020,"£5,494.25",UNITED UTILITIES WATER PLC,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088048,01/09/2020,"£18,000.00",THE SANCTUARY TRUST,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003999,01/09/2020,"£9,500.00",G2 RECRUITMENT SOLUTIONS LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030671,01/09/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,s1026140,01/09/2020,"£5,322.96",UPS BUILDING AND MAINTENANCE LTD,TRANSACTIONS-EXPENDITURE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026141,01/09/2020,"£5,020.37",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026142,01/09/2020,"£5,409.95",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026143,01/09/2020,"£5,393.15",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026145,01/09/2020,"£5,438.43",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020668,01/09/2020,"£27,000.00",CAPSTONE FOSTER CARE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020669,01/09/2020,"£36,700.00",CAPSTONE FOSTER CARE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020670,01/09/2020,"£33,500.00",CHANGES SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1088038,28/08/2020,"£74,800.00",THE BOND BOARD LIMITED,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104494,28/08/2020,"£262,000.00",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,PH LCS PAYMENTS,PUBLIC HEALTH
Rochdale Borough Council,x1020664,28/08/2020,"£10,000.00",BREAKING BARRIERS,PUBLICITY,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1088035,27/08/2020,"£27,000.00",STANDARD FUEL OILS,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d3003994,27/08/2020,"£20,250.00",AECOM LIMITED,ROADWORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003995,27/08/2020,"£60,000.00",HOVINGTON LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4003119,27/08/2020,"£90,000.00",BRAKE BROS LTD,PROVISIONS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030661,27/08/2020,"£302,400.00",POSITIVE STEPS,EXTERNALLY MANAGED FUNDS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1009103,27/08/2020,"£11,216.67",HALFORDS LTD,TRANSACTIONS-INCOME,RESOURCES
Rochdale Borough Council,f1009104,27/08/2020,"£16,686.62",PEOPLE ASSET MANAGEMENT LTD,OCCUPATIONAL HEALTH,RESOURCES
Rochdale Borough Council,f1009105,27/08/2020,"£81,253.18",MANCHESTER CITY COUNCIL,PROFESSIONAL FEES,RESOURCES
Rochdale Borough Council,ph104493,27/08/2020,"£19,500.00",BIG LIFE CENTRES,PROFESSIONAL FEES,PUBLIC HEALTH
Rochdale Borough Council,s1026130,27/08/2020,"£16,598.40",JENKINSON OFFICE SUPPLIES,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020657,26/08/2020,"£12,949.81",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,DIRECT PAYMENTS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1088012,26/08/2020,"£16,000.00",G AND A TAYLOR HOTELS LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088013,26/08/2020,"£8,000.00",DICK WHITTINGTON GUEST HOUSE,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088016,26/08/2020,"£20,000.00",HENDHAM HOTEL LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104487,26/08/2020,"£99,015.00",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,BASIC SALARIES,PUBLIC HEALTH
Rochdale Borough Council,r1002793,26/08/2020,"£11,200.44",ROCHDALE DEVELOPMENT AGENCY,MARKETING EXPENDITURE,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020646,26/08/2020,"£8,370.00",UK MILITARY MENTORS LTD,INDEPENDENT UNITS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1088001,25/08/2020,"£114,000.00",ROSE PROJECT MANAGEMENT LTD,ARCHITECTS FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1088006,25/08/2020,"£10,000.00",NO GRAFFITI LTD,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1026125,25/08/2020,"£5,518.71",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026126,25/08/2020,"£5,111.50",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1087981,24/08/2020,"£15,193.24",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002578,24/08/2020,"£6,443.99",COLLIE COMPUTING LTD,TRAINING,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003970,24/08/2020,"£311,113.00",F PARKINSON LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003971,24/08/2020,"£272,570.00",COMPLETE ROOFING SYSTEMS LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003972,24/08/2020,"£248,045.00",COMPLETE ROOFING SYSTEMS LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003973,24/08/2020,"£181,216.00",BLADE ROOFING LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104485,24/08/2020,"£20,862.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,PH NETWORK COSTS,PUBLIC HEALTH
Rochdale Borough Council,r1002788,24/08/2020,"£5,250.00",WSP LTD UK,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002788,24/08/2020,"£5,250.00",WSP LTD UK,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002790,24/08/2020,"£86,903.58",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002791,24/08/2020,"£121,036.28",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,s1026122,24/08/2020,"£24,446.15",CHERISH UK LTD,HOME CARE - ADULT SERVICES,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026123,24/08/2020,"£24,290.00",CHERISH UK LTD,HOME CARE - ADULT SERVICES,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1087975,21/08/2020,"£5,700.00",CROMWELL POLYTHENE LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002574,21/08/2020,"£7,923.36",MKB PUBLIC SECTOR LTD,CONSULTANT FEES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002577,21/08/2020,"£30,000.00",ACTION TOGETHER,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003967,21/08/2020,"£144,902.57",B AND E BOYS LIMITED,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003969,21/08/2020,"£32,750.00",C E S LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002786,21/08/2020,"£14,905.00",INNGRAIN FURNITURE LTD,SPECIFIED MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1026117,21/08/2020,"£5,593.37",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026118,21/08/2020,"£6,271.58",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026120,21/08/2020,"£5,542.29",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026121,21/08/2020,"£5,173.44",UPS BUILDING AND MAINTENANCE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002120,21/08/2020,"£78,535.42",GMCA,HYGIENE EQUIPMENT,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002121,21/08/2020,"£66,324.41",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002122,21/08/2020,"£99,997.73",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002123,21/08/2020,"£339,984.83",GMCA,HYGIENE EQUIPMENT,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020624,21/08/2020,"£6,140.00",TSOM GROUP,CONTRACTED SERVICES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020625,21/08/2020,"£7,979.50",THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTED SERVICES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087959,20/08/2020,"£7,850.00",GR VENT AND FLUES LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087963,20/08/2020,"£5,467.20",RED ROSE PRESERVATIONS LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087968,20/08/2020,"£22,438.00",LINK4LIFE CHARITY,OTHER LOCAL AUTHORITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087971,20/08/2020,"£41,201.00",UNIVERSAL AV SERVICES LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087972,20/08/2020,"£44,801.00",UNIVERSAL AV SERVICES LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087973,20/08/2020,"£61,531.00",UNIVERSAL AV SERVICES LTD,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003962,20/08/2020,"£362,777.97",COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003963,20/08/2020,"£5,397.50",J C MILLS & SON LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1087953,19/08/2020,"£250,143.00",CICELEY COMMERCIALS LIMITED,PURCHASE OF VEHICLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002570,19/08/2020,"£6,500.00",GBM DIGITAL TECHNOLOGIES LTD,TRAINING,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104482,19/08/2020,"£12,545.74",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,BASIC SALARIES,PUBLIC HEALTH
Rochdale Borough Council,r1002781,19/08/2020,"£6,750.00",TALBOT AND DAUGHTERS RESTORATION PROJECT,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020618,19/08/2020,"£5,000.00",WHITEGATE NW LTD,"CLOTHES, UNIFORM AND LAUNDRY",EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020619,19/08/2020,"£5,000.00",WHITEGATE NW LTD,EQUIPMENT - GENERAL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1087934,18/08/2020,"£17,060.00",RUSHTONS DEVELOPMENTS LTD,PROPERTY REFURBISHMENT (HOUSING),NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003953,18/08/2020,"£11,700.00",SKILLS TRAINING CENTRE LTD,TRAINING,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003954,18/08/2020,"£12,506.00",SKILLS TRAINING CENTRE LTD,TRAINING,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d2002565,17/08/2020,"£6,100.00",GAMMA BUSINESS COMMUNICATIONS,TELEPHONE EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002566,17/08/2020,"£7,125.00",IDOX SOFTWARE LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
